CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,JRSDCT_GRP_CD,JRSDCT_GRP_SHORT_DESC,AGY_ST_NO,ST_FULL_NM,RECRE_RD_NM,ISECTG_AGY_ST_NO,ISECTG_ST_FULL_NM,ISECT_RECRE_RD_NM,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNOWN_QTY,CL_NODE_ID,CL_SEGMENT_ID1,CL_SEGMENT_ID2,LH_INTERSEC_ID,LH_CRASHLOC_ID,LH_CRASHLOC_TYP,CL_STREET1,CL_STREET2,CRASH_X,CRASH_Y,ODOT_DIST,ODOT_COUNTY,IntLocM,CrashLocM,CrashXYM,AlwaysSkip,GeoUncertain,ODOT_DIST_NAME,ODOT_CNTY_NAME,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,ISECT_SEQ_NO,REG_ID,DIST_ID,LAT_DD,LONGTD_DD,TOT_PED_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1183035,222,1/10/06 0:00,1,10,2006,3,10,10A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,2401,UMATILLA ST,,5013,  13TH AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,3,B,ANGL-OTH  ,1,ANGL    ,5,PDO,3,RAIN,2,WET ,1,DAY ,4,STOP SIGN ,1,3,CITY  ,82,VEH HID   ,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72996,,,02749Node72996,02749Node72996,INTERSEC,SE UMATILLA ST,SE 13TH AVE,7649773,662219,245,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183044,236,1/10/06 0:00,1,10,2006,3,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,5052,  52ND AVE,,827,FRANCIS ST,,75,5,,,3,STRGHT  ,1,,,0,0,0,2,,0,NONE ,8,2,PRKD MV   ,5,SS-O    ,5,PDO,3,RAIN,2,WET ,5,DUSK,99,UNKNOWN   ,1,,,,,,,,,10,OTHR-IMP,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62982,,,02782Node62982,LEG46587,NODELEG,SE 52ND AVE,SE FRANCIS ST,7661352,673396,245,26,RT,AS,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183046,238,1/10/06 0:00,1,10,2006,3,13,1P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,1403,LAFAYETTE ST,,5084,  84TH AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,1,ANGL    ,4,INJ,3,RAIN,2,WET ,1,DAY ,4,STOP SIGN ,1,5,NO RPT,53,POLE UTL  ,,,,,3,PAS-STOP,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62650,,,03585Node62650,03585Node62650,INTERSEC,SE LAFAYETTE ST,SE 84TH AVE,7669742,673835,245,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183051,163,1/9/06 0:00,1,9,2006,2,16,4P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,12,U FWY/XP,0,,,,,,,,,,,,,,,,,,,,,472,COLUMBIA BLVD,,1311,KILLINGSWORTH ST,,100,8,,,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,8,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38049,,,04368Node38107,LEG26212,NODELEG,NE COLUMBIA BLVD,NE KILLINGSWORTH ST,7672553,697967,243,26,RT,RT,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183053,167,1/9/06 0:00,1,9,2006,2,15,3P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,12,U FWY/XP,0,,,,,,,,,,,,,,,,,,,,,922,GLISAN ST,,5090,  90TH AVE,,0,3,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,B,ANGL-OTH  ,6,TURN    ,5,PDO,3,RAIN,2,WET ,1,DAY ,4,STOP SIGN ,1,,,,,,,,,8,IMP-TURN,,,,,1,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50166,,,02929Node50166,LEG28095,NODELEG,NE GLISAN ST,NE 90TH AVE,7671386,684803,243,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,
1183060,181,1/9/06 0:00,1,9,2006,2,14,2P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,12,U FWY/XP,0,,,,,,,,,,,,,,,,,,,,,1005,HALSEY ST,,5162, 162ND AVE,,100,7,,,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,7,C,S-STRGHT  ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,1,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46984,,,05108Node46984,LEG79170,NODELEG,NE HALSEY ST,NE 162ND AVE,7690642,687173,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183062,185,1/9/06 0:00,1,9,2006,2,13,1P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,5106, 106TH AVE,,1005,HALSEY ST,,100,1,,,2,ALLEY   ,0,,,0,0,0,2,,0,NONE ,7,B,ANGL-OTH  ,6,TURN    ,5,PDO,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46849,,,03638Node46849,LEG16337,NODELEG,NE 106TH AVE,NE HALSEY ST,7675941,687393,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183069,244,1/10/06 0:00,1,10,2006,3,17,5P ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,11,U INTRST,1,1,  ,PACIFIC,2,0,MN,0,R,,,,,,,,,,,,,306,PACIFIC HWY I-5,,9785,,,,5,298.5,,3,STRGHT  ,0,,,0,0,0,6,,1,RSDMD,3,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,5,NO RPT,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/2/06 8:13,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,SW I5 FWY,,,,247,26,,,,0,0,,,,,,,,,,,,,,,,,,,,
1183071,246,1/10/06 0:00,1,10,2006,3,7,7A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,0,26,  ,MT. HOOD,1,0,MN,0,R,,,,,,,,,,,,,1940,POWELL BLVD,,5122, 122ND,,,3,7.2199998,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,4,DAWN,1,TRF SIGNAL,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/2/06 8:13,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62575,,,04570Node62575,LEG59461,NODELEG,SE POWELL BLVD,SE 122ND AVE,7679772,673917,245,26,RT,AS,HN,0,0,,,,,,,,,,,,,,,,,,,,
1183076,322,1/7/06 0:00,1,7,2006,7,2,2A ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,16,U MN-ART,1,,,,,,,,,,,,,,,,,,,,,925,GOING ST,,1537,MARYLAND AVE,,0,9,,35,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,6,TURN    ,4,INJ,3,RAIN,2,WET ,2,DLIT,6,REG-SIGN  ,1,3,CITY  ,,,,,,,8,IMP-TURN,2,NO-YIELD,,,1,,0,0,0,1,9,,1,PORTLAND CITY STREET,,,,5/2/06 8:13,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38903,,,01719Node38903,01719Node38903,INTERSEC,N GOING ST,N MARYLAND AVE,7643485,696387,242,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183310,276,1/5/06 0:00,1,5,2006,5,21,9P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,1061,HOLMAN ST,,5025,  25TH AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,1,B,ANGL-OTH  ,1,ANGL    ,4,INJ,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,82,VEH HID   ,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/4/06 8:40,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36777,,,02772Node36777,02772Node36777,INTERSEC,NE HOLMAN ST,NE 25TH AVE,7654052,700519,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183319,288,1/5/06 0:00,1,5,2006,5,11,11A,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,1,64,  ,EAST PORTLAND FREEWAY,2,6,CN,0,R,3,,,,,,,,,,,,171,AIRPORT WAY,,9763,SB EX AIRPORT WY,,,9,25.34,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,3,C,S-STRGHT  ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,1,TRF SIGNAL,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/4/06 8:40,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36488,,,05131NODE36488,05131NODE36488,INTERSEC,NE AIRPORT WAY,NE I205 FWY-AIRPORT WAY RAMP,7676891,701255,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183321,290,1/5/06 0:00,1,5,2006,5,17,5P ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,11,U INTRST,1,61,  ,STADIUM FREEWAY,1,0,MN,0,R,,,,,,,,,,,,,323,STADIUM FY,,9554,WB EX 6TH AVE,,,4,0.94,,3,STRGHT  ,0,,,0,0,0,6,,1,RSDMD,3,C,S-STRGHT  ,5,SS-O    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,,,,,,,6,IMP-OVER,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/4/06 8:40,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,06249NODE57900,LEG1358,NODELEG,SW I405 FWY,SW I405 FWY-6TH AVE RAMP,7642612,678441,247,26,RT,AI,HN,0,0,,,,,,,,,,,,,,,,,,,,
1183006,251,1/10/06 0:00,1,10,2006,3,18,6P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,5009,   9TH AVE,,1429,LLOYD BLVD,,20,1,,,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,6,C,S-STRGHT  ,5,SS-O    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,,,,,,,13,IMP LN C,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48309,,,00880Node48309,LEG24441,NODELEG,NE 9TH AVE,NE LLOYD BLVD,7649508,686155,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183007,252,1/10/06 0:00,1,10,2006,3,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,2301,TACOMA ST,,5023,  23RD AVE,,0,9,,,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,3,D,S-1TURN   ,6,TURN    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,,,,,,,6,IMP-OVER,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72657,,,03002Node72657,03002Node72657,INTERSEC,SE TACOMA ST,SE 23RD AVE,7652727,662649,245,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183008,253,1/10/06 0:00,1,10,2006,3,10,10A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,2259,STARK ST,,5006,   6TH AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,2,B,ANGL-OTH  ,6,TURN    ,5,PDO,3,RAIN,2,WET ,1,DAY ,4,STOP SIGN ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52794,,,00569Node52794,00569Node52794,INTERSEC,SE STARK ST,SE 6TH AVE,7648600,682845,245,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183038,226,1/10/06 0:00,1,10,2006,3,0,12A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,929,GRAND AVE,,2259,STARK ST,,0,5,,30,1,INTER   ,1,1,CROSS  ,0,0,0,,0,,,5,8,FIX OBJ   ,9,FIX     ,5,PDO,3,RAIN,2,WET ,2,DLIT,15,ONE-WAY   ,1,3,CITY  ,40,CURB      ,55,TRF SGNL  ,88,FENC/BLD  ,8,IMP-TURN,,,,,,,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,4/18/07 8:03,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52784,,,00543Node52784,LEG54459,NODELEG,SE GRAND AVE,SE STARK ST,7648339,682804,245,26,RT,AS,NL,0,0,,,,,,,,,,,,,,,,,,,,
1183039,227,1/10/06 0:00,1,10,2006,3,17,5P ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,19,U LOCAL ,1,1,  ,PACIFIC,1,6,CN,0,R,1,,,,,,,,,,,,9491,NB EF MACADAM AV,,9492,NB EX MARQUAM BR,,,9,299.89999,,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,2,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,3,CITY  ,,,,,,,2,NO-YIELD,7,TOO-CLOS,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,06275NODE60870,06275NODE60870,INTERSEC,SW MACADAM AVE-I5 FWY RAMP,NB EX MARQUAM BR,7645057,675710,247,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183040,228,1/10/06 0:00,1,10,2006,3,19,7P ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,2317,TERWILLIGER BLVD,,1008,HAMILTON ST,,200,7,,,5,CURVE   ,0,,,0,0,0,2,,0,NONE ,8,G,O-STRGHT  ,2,HEAD    ,4,INJ,3,RAIN,2,WET ,3,DARK,99,UNKNOWN   ,1,5,NO RPT,,,,,,,1,TOO-FAST,10,OTHR-IMP,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63562,,,06859Node63562,LEG74997,NODELEG,SW TERWILLIGER BLVD,SW HAMILTON ST,7641874,672975,247,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183041,231,1/10/06 0:00,1,10,2006,3,16,4P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,922,GLISAN ST,,5060,  60ST AVE,,0,7,,30,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,1,TRF SIGNAL,1,3,CITY  ,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,1,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49823,,,02159Node49823,LEG27988,NODELEG,NE GLISAN ST,NE 60TH AVE,7663340,685055,243,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,
1183042,233,1/10/06 0:00,1,10,2006,3,14,2P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,68,  ,CASCADE HWY NORTH,1,0,MN,0,R,,,,,,,,,,,,,2235,SISKIYOU ST,,5082,  82ND AVE,,,1,1.49,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,1,TRF SIGNAL,1,3,CITY  ,,,,,,,7,TOO-CLOS,,,,,9,9,0,0,0,1,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42332,,,03418Node42332,LEG23661,NODELEG,NE SISKIYOU ST,NE 82ND AVE,7669568,691525,243,26,RT,AI,HN,0,0,,,,,,,,,,,,,,,,,,,,
1183055,171,1/9/06 0:00,1,9,2006,2,14,2P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,2258,STANTON ST,,5047,  47TH AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,1,ANGL    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42376,,,02493Node42376,02493Node42376,INTERSEC,NE STANTON ST,NE 47TH AVE,7660358,691427,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183056,172,1/9/06 0:00,1,9,2006,2,15,3P ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,16,U MN-ART,0,123,  ,NORTHEAST PORTLAND,1,0,MN,0,R,,,,,,,,,,,,,1432,LOMBARD ST,,2263,STOCKTON AVE,,,0,3.3699999,,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,3,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,1,TRF SIGNAL,1,,,13,FORCED    ,,,,,27,INATTENT,7,TOO-CLOS,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34382,,,03524Node34382,03524Node34382,INTERSEC,N LOMBARD ST,N STOCKTON AVE,7634422,705368,242,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183058,178,1/9/06 0:00,1,9,2006,2,16,4P ,26,Multnomah,249,Portland NW,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,831,NAITO/FRONT,,5061,  61ST AVE,,100,8,,,2,ALLEY   ,0,,,0,0,0,2,,0,NONE ,8,B,ANGL-OTH  ,6,TURN    ,5,PDO,1,CLR ,1,DRY ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,10,OTHR-IMP,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36429,,,03922NODE36429,LEG37233,NODELEG,NW NAITO PKWY,NW 61ST AVE,7627168,701458,249,26,RT,MM,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183072,318,1/7/06 0:00,1,7,2006,7,7,7A ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,267,BROADWAY ST,,929,GRAND AVE,,0,9,,30,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,2,B,ANGL-OTH  ,1,ANGL    ,5,PDO,3,RAIN,2,WET ,4,DAWN,1,TRF SIGNAL,1,3,CITY  ,,,,,,,4,DIS--RAG,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/2/06 8:13,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45224,,,01024Node45224,01024Node45224,INTERSEC,NE BROADWAY ,NE GRAND AVE,7648519,688575,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183073,319,1/7/06 0:00,1,7,2006,7,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,0,68,  ,CASCADE HWY NORTH,1,0,MN,0,R,,,,,,,,,,,,,1940,POWELL BLVD,,5082,  82ND AVE,,,1,4.7399998,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,5,DUSK,1,TRF SIGNAL,1,,,13,FORCED    ,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/2/06 8:13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,03479Node62228,LEG49336,NODELEG,SE POWELL BLVD,SE 82ND AVE,7669154,674372,245,26,RT,MM,MP,0,0,,,,,,,,,,,,,,,,,,,,
1182846,11,1/3/06 0:00,1,3,2006,3,8,8A ,26,Multnomah,249,Portland NW,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,1439,LOVEJOY ST,,5025,  25TH AVE,,0,3,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,1,TRF SIGNAL,1,,,13,FORCED    ,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,4/27/06 8:11,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47332,,,01428Node47332,LEG37908,NODELEG,NW LOVEJOY ST,NW 25TH AVE,7637754,686915,249,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,